Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Fuel Type Factor,Aerodynamic Proxy,City_Hwy_Diff,VEEI
CHEVROLET,IMPALA ECO,FULL-SIZE,2.4,4,AS6,Petrol,10.0,7.0,8.7,32,200,1.0,7.0,3.0,98.39219340364735
CHEVROLET,MALIBU,MID-SIZE,2.0,4,AS6,Petrol,11.5,7.9,9.9,29,228,1.0,7.9,3.6,98.30562881219625
CHEVROLET,MALIBU,MID-SIZE,2.5,4,AS6,Petrol,9.3,6.4,8.0,35,184,1.0,6.4,2.9000000000000004,98.6241245007262
CHEVROLET,ORLANDO,SUV - SMALL,2.4,4,AS6,Petrol,12.2,8.6,10.6,27,244,1.0,8.6,3.6,97.56334908657804
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A6,Petrol,13.4,9.9,11.8,24,271,1.0,9.9,3.5,91.18649268933667
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A6,Electric,18.9,14.2,16.8,17,269,0.8,14.2,4.699999999999999,77.46484436660421
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,Petrol,14.6,10.3,12.7,22,292,1.0,10.3,4.299999999999999,82.75323835908928
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,Electric,19.5,13.7,16.9,17,270,0.8,13.7,5.800000000000001,62.57593773811464
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A6,Petrol,16.3,11.4,14.1,20,324,1.0,11.4,4.9,75.24955680675751
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,Petrol,14.2,10.6,12.6,22,290,1.0,10.6,3.6,89.6907368135621
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,Electric,20.0,15.1,17.8,16,285,0.8,15.1,4.9,74.59862992213101
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,Petrol,14.9,10.6,13.0,22,299,1.0,10.6,4.300000000000001,82.33971923846653
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,Electric,19.9,14.2,17.3,16,277,0.8,14.2,5.699999999999999,59.2731057912289
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A6,Petrol,16.4,11.7,14.3,20,329,1.0,11.7,4.699999999999999,74.89481461774528
CHEVROLET,SONIC,COMPACT,1.4,4,AS6,Petrol,9.1,6.7,8.0,35,184,1.0,6.7,2.3999999999999995,99.34341741853899
CHEVROLET,SONIC,COMPACT,1.8,4,AS6,Petrol,9.6,6.6,8.3,34,191,1.0,6.6,3.0,99.0018013636553
CHEVROLET,SONIC RS,COMPACT,1.4,4,AS6,Petrol,9.4,7.0,8.3,34,191,1.0,7.0,2.4000000000000004,99.28115242331388
CHEVROLET,SONIC 5,MID-SIZE,1.4,4,AS6,Petrol,9.1,6.7,8.0,35,184,1.0,6.7,2.3999999999999995,99.34341741853899
CHEVROLET,SONIC 5,MID-SIZE,1.8,4,AS6,Petrol,9.6,6.6,8.3,34,191,1.0,6.6,3.0,99.0018013636553
CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4,AS6,Petrol,9.4,7.0,8.3,34,191,1.0,7.0,2.4000000000000004,99.28115242331388
CHEVROLET,SPARK,SUBCOMPACT,1.2,4,AV,Petrol,7.7,6.0,6.9,41,159,1.0,6.0,1.7000000000000002,99.68113421531694
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,Petrol,16.0,11.1,13.8,20,317,1.0,11.1,4.9,79.33481362860789
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,Electric,21.5,14.6,18.4,15,294,0.8,14.6,6.9,53.76095334653888
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,Petrol,16.0,11.1,13.8,20,317,1.0,11.1,4.9,79.33481362860789
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,Electric,21.5,14.6,18.4,15,294,0.8,14.6,6.9,53.76095334653888
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,Petrol,16.0,11.1,13.8,20,317,1.0,11.1,4.9,79.33481362860789
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,Electric,21.5,14.6,18.4,15,294,0.8,14.6,6.9,53.76095334653888
CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,Petrol,16.0,11.1,13.8,20,317,1.0,11.1,4.9,79.33481362860789
CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,Electric,21.5,14.6,18.4,15,294,0.8,14.6,6.9,53.76095334653888
CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,Petrol,14.3,9.9,12.3,23,283,1.0,9.9,4.4,91.9973186516871
CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A6,Petrol,14.6,10.2,12.6,22,290,1.0,10.2,4.4,91.4111324003039
CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,Petrol,9.4,7.1,8.4,34,193,1.0,7.1,2.3000000000000007,99.26937255935238
CHEVROLET,TRAX AWD,SUV - SMALL,1.4,4,AS6,Petrol,10.0,7.8,9.0,31,207,1.0,7.8,2.2,99.09609456043474
CHRYSLER,300,FULL-SIZE,3.6,6,A8,Petrol,12.4,7.7,10.3,27,237,1.0,7.7,4.7,94.36558347594818
CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4,A4,Petrol,11.7,8.2,10.1,28,232,1.0,8.2,3.5,97.78222483555895
CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4,A6,Petrol,12.9,8.1,10.7,26,246,1.0,8.1,4.800000000000001,97.43326717001166
CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6,A6,Petrol,12.5,8.1,10.5,27,242,1.0,8.1,4.4,94.2511505117507
CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6,A6,Electric,17.0,11.2,14.4,20,230,0.8,11.2,5.800000000000001,86.3552759821239
CHRYSLER,200 SEDAN,MID-SIZE,2.4,4,A4,Petrol,11.2,8.0,9.8,29,225,1.0,8.0,3.1999999999999997,97.93865413390773
CHRYSLER,200 SEDAN,MID-SIZE,2.4,4,A6,Petrol,12.0,7.6,10.0,28,230,1.0,7.6,4.4,97.80674618502984
CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,A6,Petrol,12.5,8.1,10.5,27,242,1.0,8.1,4.4,94.2511505117507
CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,A6,Electric,17.0,11.2,14.4,20,230,0.8,11.2,5.800000000000001,86.3552759821239
CHRYSLER,300 (MDS),FULL-SIZE,5.7,8,A5,Petrol,15.8,9.2,12.8,22,294,1.0,9.2,6.600000000000001,81.28381506882604
CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,Petrol,12.8,8.6,10.9,26,251,1.0,8.6,4.200000000000001,93.78241548532637
CHRYSLER,300 AWD (MDS),FULL-SIZE,5.7,8,A5,Petrol,16.1,10.0,13.4,21,308,1.0,10.0,6.100000000000001,79.44842921448969
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,Petrol,12.8,8.6,10.9,26,251,1.0,8.6,4.200000000000001,93.78241548532637
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,Electric,17.3,11.7,14.8,19,237,0.8,11.7,5.600000000000001,85.21696912773834
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,Petrol,12.4,7.7,10.3,27,237,1.0,7.7,4.7,94.36558347594818
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,Electric,16.8,10.3,13.9,20,222,0.8,10.3,6.5,86.83804004983206
CHRYSLER,300 SRT (MDS),FULL-SIZE,6.4,8,A5,Petrol,16.7,10.3,13.8,20,317,1.0,10.3,6.399999999999999,74.99208263731316
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,Petrol,14.1,9.5,12.0,24,276,1.0,9.5,4.6,92.53465604878835
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,Electric,19.7,13.3,16.8,17,269,0.8,13.3,6.399999999999999,81.1755015144787
DODGE,AVENGER,MID-SIZE,2.4,4,A4,Petrol,11.2,8.0,9.8,29,225,1.0,8.0,3.1999999999999997,97.93865413390773
DODGE,AVENGER,MID-SIZE,2.4,4,A6,Petrol,12.0,7.6,10.0,28,230,1.0,7.6,4.4,97.80674618502984
DODGE,AVENGER FFV,MID-SIZE,3.6,6,A6,Petrol,12.5,8.1,10.5,27,242,1.0,8.1,4.4,94.2511505117507
DODGE,AVENGER FFV,MID-SIZE,3.6,6,A6,Electric,17.0,11.2,14.4,20,230,0.8,11.2,5.800000000000001,86.3552759821239
DODGE,CHALLENGER,MID-SIZE,3.6,6,A5,Petrol,13.2,8.7,11.2,25,258,1.0,8.7,4.5,93.33797545745473
DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A5,Petrol,15.8,9.2,12.8,22,294,1.0,9.2,6.600000000000001,81.28381506882604
DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A5,Petrol,16.7,10.3,13.8,20,317,1.0,10.3,6.399999999999999,74.99208263731316
DODGE,CHARGER,FULL-SIZE,3.6,6,A5,Petrol,13.2,8.7,11.2,25,258,1.0,8.7,4.5,93.33797545745473
DODGE,CHARGER,FULL-SIZE,3.6,6,A8,Petrol,12.4,7.7,10.3,27,237,1.0,7.7,4.7,94.36558347594818
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,Petrol,15.8,9.2,12.8,22,294,1.0,9.2,6.600000000000001,81.28381506882604
DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,Petrol,12.8,8.6,10.9,26,251,1.0,8.6,4.200000000000001,93.78241548532637
DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A5,Petrol,16.1,10.0,13.4,21,308,1.0,10.0,6.100000000000001,79.44842921448969
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,Petrol,12.8,8.6,10.9,26,251,1.0,8.6,4.200000000000001,93.78241548532637
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,Electric,17.3,11.7,14.8,19,237,0.8,11.7,5.600000000000001,85.21696912773834
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,Petrol,13.2,8.7,11.2,25,258,1.0,8.7,4.5,93.33797545745473
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,Electric,18.3,12.6,15.7,18,251,0.8,12.6,5.700000000000001,83.41577921430087
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,Petrol,12.3,7.6,10.2,28,235,1.0,7.6,4.700000000000001,94.6312314285495
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,Electric,16.8,10.3,13.9,20,222,0.8,10.3,6.5,86.83804004983206
DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A5,Petrol,16.7,10.3,13.8,20,317,1.0,10.3,6.399999999999999,74.99208263731316
DODGE,DART,MID-SIZE,2.4,4,A6,Petrol,10.1,6.8,8.6,33,198,1.0,6.8,3.3,98.46956569193998
DODGE,DART FFV,MID-SIZE,2.0,4,A6,Petrol,9.9,7.0,8.6,33,198,1.0,7.0,2.9000000000000004,98.7677849319698
DODGE,DART FFV,MID-SIZE,2.0,4,A6,Electric,14.2,9.8,12.2,23,195,0.8,9.8,4.399999999999999,96.46517960165865
DODGE,DART GT,MID-SIZE,2.4,4,A6,Petrol,10.6,7.5,9.2,31,212,1.0,7.5,3.1,98.22123609221522
DODGE,DART TURBO AERO,MID-SIZE,1.4,4,AM6,Petrol,8.4,5.9,7.3,39,168,1.0,5.9,2.5,99.5091985076969
DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8,A8,Petrol,17.3,10.8,14.4,20,331,1.0,10.8,6.5,76.777236878794
DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,Petrol,13.9,9.8,12.1,23,278,1.0,9.8,4.1,92.1316530009624
DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,Electric,17.7,13.0,15.6,18,250,0.8,13.0,4.699999999999999,83.52306011823603
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,Petrol,13.7,9.4,11.8,24,271,1.0,9.4,4.299999999999999,92.66339313351052
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,Electric,19.2,13.1,16.5,17,264,0.8,13.1,6.1,81.51627615050799
DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,Petrol,12.7,9.1,11.1,25,255,1.0,9.1,3.6,97.21038696589778
DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,Petrol,14.5,9.9,12.4,23,285,1.0,9.9,4.6,91.93015147704944
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,Petrol,14.2,9.4,12.0,24,276,1.0,9.4,4.799999999999999,92.53465604878835
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,Electric,18.9,12.9,16.2,17,259,0.8,12.9,5.999999999999998,81.85705078653727
FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,Petrol,8.7,6.9,7.9,36,182,1.0,6.9,1.799999999999999,99.3799723932132
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A6,Petrol,8.7,6.9,7.9,36,182,1.0,6.9,1.799999999999999,99.3799723932132
FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,AM6,Petrol,10.0,7.2,8.7,32,200,1.0,7.2,2.8,99.16997995717718
FORD,C-MAX HYBRID,FULL-SIZE,2.0,4,AV,Petrol,5.6,6.4,6.0,47,138,1.0,6.4,-0.8000000000000007,99.52845795639026
FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,Petrol,17.7,14.4,16.2,17,373,1.0,14.4,3.299999999999999,75.1778679203632
FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,Electric,24.1,19.2,21.9,13,350,0.8,19.2,4.900000000000002,44.835915683776975
FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,Petrol,19.3,14.7,17.2,16,396,1.0,14.7,4.600000000000001,67.0447132737975
FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,Electric,24.9,19.6,22.5,13,360,0.8,19.6,5.299999999999997,33.41462560329673
FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,Petrol,18.6,14.6,16.8,17,386,1.0,14.6,4.000000000000002,74.24894150511298
FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,Electric,25.5,20.0,23.0,12,368,0.8,20.0,5.5,37.20154981912712
FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,Electric,26.7,20.5,23.9,12,382,0.8,20.5,6.199999999999999,23.338473010618728
FORD,EDGE,SUV - SMALL,2.0,4,A6,Petrol,11.3,7.9,9.8,29,225,1.0,7.9,3.4000000000000004,98.3253586336096
FORD,EDGE,SUV - SMALL,3.5,6,AS6,Petrol,12.6,8.7,10.8,26,248,1.0,8.7,3.9,94.02008394942884
FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,Petrol,13.3,9.3,11.5,25,264,1.0,9.3,4.0,93.34999091869547
FORD,EDGE AWD,SUV - SMALL,3.7,6,AS6,Petrol,13.7,10.4,12.2,23,281,1.0,10.4,3.299999999999999,91.83686373449713
FORD,ESCAPE,SUV - SMALL,1.6,4,AS6,Petrol,10.4,7.4,9.1,31,209,1.0,7.4,3.0,98.91521664928386
FORD,ESCAPE,SUV - SMALL,2.0,4,AS6,Petrol,10.9,8.0,9.6,29,221,1.0,8.0,2.9000000000000004,98.36481827643632
FORD,ESCAPE,SUV - SMALL,2.5,4,AS6,Petrol,10.9,7.5,9.4,30,216,1.0,7.5,3.4000000000000004,98.01790224991807
FORD,ESCAPE AWD,SUV - SMALL,1.6,4,AS6,Petrol,10.5,7.9,9.3,30,214,1.0,7.9,2.6,98.83991237607003
FORD,ESCAPE AWD,SUV - SMALL,2.0,4,AS6,Petrol,11.2,8.5,10.0,28,230,1.0,8.5,2.6999999999999997,98.21543534287802
FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,Petrol,18.2,13.3,16.0,18,368,1.0,13.3,4.899999999999999,72.79496972472134
FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,Electric,24.5,18.0,21.6,13,346,0.8,18.0,6.5,36.08839582444961
FORD,EXPLORER,SUV - STANDARD,2.0,4,A6,Petrol,11.8,8.3,10.2,28,235,1.0,8.3,3.5,98.17456642709321
FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,Petrol,14.8,10.7,13.0,22,299,1.0,10.7,4.100000000000001,91.38382453384769
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,Petrol,13.7,9.7,11.9,24,274,1.0,9.7,4.0,92.81179838395414
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,Electric,18.3,12.9,15.9,18,254,0.8,12.9,5.4,83.67504139881082
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,Petrol,14.3,10.3,12.5,23,288,1.0,10.3,4.0,92.09620365879253
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,Electric,18.9,13.9,16.7,17,267,0.8,13.9,4.999999999999998,81.8160316173856
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,A6,Petrol,14.5,10.6,12.7,22,292,1.0,10.6,3.9,91.58863353226933
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS6,Petrol,14.6,10.6,12.8,22,294,1.0,10.6,4.0,91.52036386612878
FORD,F-150,PICKUP TRUCK - STANDARD,6.2,8,AS6,Petrol,18.3,12.9,15.9,18,366,1.0,12.9,5.4,68.92332110270628
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,Petrol,15.9,11.3,13.8,20,317,1.0,11.3,4.6,89.89554581198374
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS6,Petrol,15.4,11.0,13.4,21,308,1.0,11.0,4.4,90.67512038057914
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,6.2,8,AS6,Petrol,20.1,14.4,17.5,16,402,1.0,14.4,5.700000000000001,61.45895420890752
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,Petrol,14.0,10.3,12.3,23,283,1.0,10.3,3.6999999999999993,91.76783080500843
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,Electric,18.8,13.7,16.5,17,264,0.8,13.7,5.100000000000001,80.99564823435213
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,Petrol,14.0,10.3,12.3,23,283,1.0,10.3,3.6999999999999993,91.76783080500843
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,Electric,18.8,13.7,16.5,17,264,0.8,13.7,5.100000000000001,80.99564823435213
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,A6,Petrol,16.4,12.3,14.6,19,336,1.0,12.3,4.099999999999998,78.27570643102217
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,A6,Electric,22.1,16.7,19.7,14,315,0.8,16.7,5.400000000000002,49.93902857206201
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,Petrol,16.4,12.3,14.6,19,336,1.0,12.3,4.099999999999998,78.27570643102217
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,Electric,22.1,16.7,19.7,14,315,0.8,16.7,5.400000000000002,49.93902857206201
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,Petrol,15.0,11.4,13.4,21,308,1.0,11.4,3.6,90.12747690906258
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,Electric,20.2,15.3,18.0,16,288,0.8,15.3,4.899999999999999,77.9310430006165
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,Petrol,15.0,11.4,13.4,21,308,1.0,11.4,3.6,90.12747690906258
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,Electric,20.2,15.3,18.0,16,288,0.8,15.3,4.899999999999999,77.9310430006165
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,A6,Petrol,16.8,12.6,14.9,19,343,1.0,12.6,4.200000000000001,77.82399736182157
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,A6,Electric,22.4,17.0,20.0,14,320,0.8,17.0,5.399999999999999,49.17273640109667
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,Petrol,16.7,12.5,14.8,19,340,1.0,12.5,4.199999999999999,77.9745670515551
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,Electric,22.4,16.9,19.9,14,318,0.8,16.9,5.5,49.42816712475177
FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,Petrol,8.5,6.5,7.6,37,175,1.0,6.5,2.0,99.3186751560098
FORD,FIESTA SFE,SUBCOMPACT,1.6,4,AS6,Petrol,8.0,5.8,7.0,40,161,1.0,5.8,2.2,99.45785038273648
FORD,FLEX,SUV - STANDARD,3.5,6,AS6,Petrol,13.2,9.4,11.5,25,264,1.0,9.4,3.799999999999999,93.34999091869547
FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,Petrol,13.7,10.2,12.1,23,278,1.0,10.2,3.5,92.35740933793898
FORD,FLEX AWD (EcoBoost),SUV - STANDARD,3.5,6,AS6,Petrol,14.8,10.4,12.8,22,294,1.0,10.4,4.4,91.52036386612878
FORD,FOCUS FFV,COMPACT,2.0,4,A6,Petrol,8.8,6.4,7.7,37,177,1.0,6.4,2.4000000000000004,99.06815974790179
FORD,FOCUS FFV,COMPACT,2.0,4,A6,Electric,11.7,8.5,10.3,27,165,0.8,8.5,3.1999999999999997,97.53050258759542
FORD,FOCUS FFV,COMPACT,2.0,4,AS6,Petrol,8.9,6.4,7.8,36,179,1.0,6.4,2.5,99.0191906866461
FORD,FOCUS FFV,COMPACT,2.0,4,AS6,Electric,11.7,8.5,10.3,27,165,0.8,8.5,3.1999999999999997,97.53050258759542
FORD,FOCUS SFE FFV,COMPACT,2.0,4,A6,Petrol,8.4,5.8,7.2,39,166,1.0,5.8,2.6000000000000005,99.202576847219
FORD,FOCUS SFE FFV,COMPACT,2.0,4,A6,Electric,11.6,8.3,10.1,28,162,0.8,8.3,3.299999999999999,97.67903082320228
FORD,FUSION,MID-SIZE,1.5,4,AS6,Petrol,10.1,6.6,8.5,33,196,1.0,6.6,3.5,99.1535627279386
FORD,FUSION,MID-SIZE,2.0,4,AS6,Petrol,10.5,7.1,9.0,31,207,1.0,7.1,3.4000000000000004,98.59775745828438
FORD,FUSION,MID-SIZE,2.5,4,AS6,Petrol,10.5,7.0,8.9,32,205,1.0,7.0,3.5,98.26971437165473
FORD,FUSION (Start/Stop),MID-SIZE,1.5,4,AS6,Petrol,9.5,6.3,8.1,35,186,1.0,6.3,3.2,99.26576647854785
FORD,FUSION AWD,MID-SIZE,2.0,4,AS6,Petrol,10.9,7.5,9.4,30,216,1.0,7.5,3.4000000000000004,98.46609802635824
FORD,FUSION HYBRID,MID-SIZE,2.0,4,AV,Petrol,5.3,5.7,5.5,51,126,1.0,5.7,-0.4000000000000003,99.64184063889715
FORD,MUSTANG,SUBCOMPACT,3.7,6,A6,Petrol,12.1,7.8,10.2,28,235,1.0,7.8,4.3,94.47490782567257
FORD,MUSTANG,SUBCOMPACT,5.0,8,A6,Petrol,13.3,9.3,11.5,25,264,1.0,9.3,4.0,87.09909024940758
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,3.7,6,A6,Petrol,12.5,8.2,10.6,27,244,1.0,8.2,4.300000000000001,94.02546327680565
FORD,TAURUS,FULL-SIZE,2.0,4,AS6,Petrol,10.5,7.3,9.1,31,209,1.0,7.3,3.2,98.5793005285751
FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,Petrol,13.7,9.4,11.8,24,271,1.0,9.4,4.299999999999999,92.87437891124965
FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,Petrol,12.1,8.1,10.3,27,237,1.0,8.1,4.0,94.5292861886196
FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,Electric,17.0,11.1,14.3,20,229,0.8,11.1,5.9,86.83535802723368
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,Petrol,13.0,9.1,11.2,25,258,1.0,9.1,3.9,93.53022283730651
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,Electric,18.4,12.5,15.7,18,251,0.8,12.5,5.899999999999999,83.88364315646248
FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,Petrol,10.8,8.0,9.5,30,218,1.0,8.0,2.8000000000000007,98.80939691895071
FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,Petrol,11.3,8.2,9.9,29,228,1.0,8.2,3.1000000000000014,97.81731573221558
FORD,TRANSIT CONNECT TAXI,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,Petrol,11.5,8.3,10.1,28,232,1.0,8.3,3.1999999999999997,98.60777693441227
FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,Petrol,11.9,8.5,10.4,27,239,1.0,8.5,3.4000000000000004,97.50401347551268
GMC,ACADIA,SUV - STANDARD,3.6,6,A6,Petrol,14.3,9.9,12.3,23,283,1.0,9.9,4.4,91.9973186516871
GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,Petrol,14.9,10.4,12.9,22,297,1.0,10.4,4.5,91.20047171621307
GMC,SAVANA 1500 CARGO,VAN - CARGO,4.3,6,A4,Petrol,17.1,12.7,15.1,19,347,1.0,12.7,4.400000000000002,85.59414620052087
GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,8,A4,Petrol,18.0,13.4,15.9,18,366,1.0,13.4,4.6,73.4720314295565
GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,8,A4,Electric,23.5,17.7,20.9,14,334,0.8,17.7,5.800000000000001,43.67075861356559
GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,Petrol,18.3,14.2,16.5,17,380,1.0,14.2,4.100000000000001,70.82604960544101
GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,Electric,23.7,18.8,21.5,13,344,0.8,18.8,4.899999999999999,37.568322140272926
GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,Petrol,18.6,13.9,16.5,17,380,1.0,13.9,4.700000000000001,70.82604960544101
GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,Electric,23.9,18.5,21.5,13,344,0.8,18.5,5.399999999999999,37.568322140272926
GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,Petrol,18.3,14.2,16.5,17,380,1.0,14.2,4.100000000000001,70.82604960544101
GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,Electric,25.3,19.3,22.6,12,362,0.8,19.3,6.0,28.869399613497407
GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,Petrol,18.6,13.9,16.5,17,380,1.0,13.9,4.700000000000001,70.82604960544101
